id,name_de,synonyms_de,name_fr,synonyms_fr,name_it,synonyms_it,name_en,synonyms_en,category_de,category_fr,category_it,category_en,kcal,fat,protein
484,Roquefort,,Roquefort,,Formaggio Roquefort,,Roquefort cheese,,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,361,31.7,18.7
1021,"Rosenkohl, gedämpft (ohne Zugabe von Salz)",,"Chou de Bruxelles, à la vapeur (sans adjonction de sel)",,"Cavolini di Bruxelles, al vapore (senza aggiunta di sale)",,"Brussel sprouts, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),42,0.5,3.8
363,"Rosenkohl, roh",,"Chou de Bruxelles, cru",,"Cavolino di Bruxelles, crudo",,"Brussels sprouts, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,43,0.5,4
477,"Rosine, getrocknet",Weinbeere;Sultanine,"Raisin, sec",Sultanine,"Uvetta, secca ",Uva sultanina,"Raisins, dried (grape)/ sultanas",,Früchte/Früchte getrocknet,Fruits/Fruits secs,Frutta/Frutta secca,Fruit/Dried fruit,298,0.6,2.5
462,"Rosmarin, roh",,"Romarin, cru",,"Rosmarino, fresco",,"Rosemary, fresh",,Gemüse/Kräuter,Légumes/Herbes aromatiques,Verdure/Erbe aromatiche,Vegetables/Herbs,62,2.5,0.8
858,"Rösti, Fertigprodukt",,"Rösti (pommes de terre prêtes à rôtir, produit fini)",,"Rösti (patate pronte da arrostire, prodotto pronto al consumo)",,"Rosti (shredded potatoes, ready to fry)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",117,3.6,2
1022,"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)",Rotkraut;Blaukraut,"Chou rouge, à l'étuvée (sans adjonction de graisse ni de sel)",,"Cavolo rosso, stufato (senza aggiunta di sale)",,"Red cabbage, stewed (without addition of fat and salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),28,0.3,1.3
364,"Rotkohl, roh",Rotkraut;Blaukraut,"Chou rouge, cru",,"Cavolo rosso, crudo",,"Red cabbage, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,30,0.3,1.4
829,Ruchbrot,,Pain bis,,Pane bigio,,Brown bread,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",234,1.2,9.5
468,"Rucola, roh",Rauke,"Roquette, crue",Rucola,"Rucola, cruda",,"Rocket, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,28,0.7,2.6
916,Rüeblitorte,Rüeblikuchen;Rüeblicake,Gateau aux carottes,,Torta di carote,,Cake with carrots,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,291,16,9.8
1604,"Rührei mit Champignons, zubereitet",,"Oeufs brouillés aux champignons, préparés",,"Uovo strapazzato al prataiolo, preparato",,"Scrambled eggs with mushrooms, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,128,9.3,9.4
1605,"Rührei mit Käse, zubereitet",,"Oeufs brouillés au fromage, préparés",,"Uovo strapazzato al formaggio, preparato",,"Scrambled eggs with cheese, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,159,11.9,11.6
1603,"Rührei mit Kräutern, zubereitet",,"Oeufs brouillés aux herbes, préparés",,"Uovo strapazato alle erbe, preparato",,"Scrambled egg with herbs, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,143,10.4,10.3
1606,"Rührei mit Schinken, zubereitet",,"Oeufs brouillés au jambon, préparés",,"Uovo strapazzato al prosciutto, preparato",,"Scrambled eggs with ham, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,146,10,12.7
1602,"Rührei, zubereitet",,"Oeufs brouillés, préparés",,"Uovo strapazzato, preparato",,"Scrambled eggs, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,149,11.2,10.8
901,"Rührteigcake Gleichschwer""""",,Gateau au beurre,,Torta al burro,,Butter cake,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,431,24.8,6.7
1607,"Russischer Salat, zubereitet",,"Salade russe, préparée",,"Insalata russa, preparata",,"Russian salad, prepared",,Gerichte/Salate,Plats/Salades,Cibi/Insalate,Prepared dishes/Salads,198,15.9,2.5
875,"Sablé, Butter",,Sablés au beurre,,Frollini,,Short bread cookie (Sablé),,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,475,26.2,5.9
783,Salametti,,Salametto,,Salametto,,Salametti,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,342,31.3,14.8
1094,Salami (Billiglinie),,Salami (ligne budget),,Salame (linea economica),,"Salami budget"" type""",,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,422,37.1,22
1091,Salami Typ Nostrano,,Salami type Nostrano,,Salame tipo nostrano,,Salami Nostrano type,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,367,30.1,24.1
1201,Salatsauce französisch (mit Rapsöl),,Sauce de salade française (avec huile de colza),,Salsa per insalata francese (con olio di colza),,Salad dressing french style (with rapeseed oil),,Fette und Öle/Salatsaucen,Graisses et huiles/Sauces à salade,Grassi e oli/Salse per insalate,Fats and oils/Salad dressings,446,46.9,0.7
1200,Salatsauce italienisch (mit Olivenöl),,Sauce de salade italienne (avec huile d'olive),,Salsa per insalata italiana (con olio d'oliva),,Salad dressing italian style (with olive oil),,Fette und Öle/Salatsaucen,Graisses et huiles/Sauces à salade,Grassi e oli/Salse per insalate,Fats and oils/Salad dressings,472,50.6,0.3
461,"Salbei, roh",,"Sauge, crue",,"Salvia, fresca",,"Sage, raw",,Gemüse/Kräuter,Légumes/Herbes aromatiques,Verdure/Erbe aromatiche,Vegetables/Herbs,58,2,1.7
1089,Salsiz,,Salsiz,,Salsiz,,Salsiz sausage,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,415,34.9,25.2
1687,"Saltimbocca, gebraten in HOLL-Rapsöl",,"Saltimbocca, grillé au colza HOLL",,"Saltimbocca, cotta in olio di colza HOLL",,"Saltimbocca, pan fried in rapeseed oil HOLL",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,230,12.1,30.2
1170,"Samen, Kerne, Nüsse (Durchschnitt), ungesalzen",,"Graines oléagineuses (moyenne), non salés",Fruits à coque,"Semi e noci (in media), senza aggiunta di sale",,"Seeds, kernels, nuts (average), unsalted",,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",600,50.6,20.3
10562,Samosa frittiert,,Samosa frite,,Samosa fritta,,Samosa deep-fried,,Gerichte/Asiatische Gerichte,Plats/Plats asiatiques,Cibi/Cibi asiatici,Prepared dishes/Asian dishes,342,20.4,6.3
10561,Samosa gebacken,,Samosa cuite au four,,Samosa cotta al forno,,Somosa baked,,Gerichte/Asiatische Gerichte,Plats/Plats asiatiques,Cibi/Cibi asiatici,Prepared dishes/Asian dishes,310,15.8,6.7
1551,Sandwich (Baguette) mit Aufschnitt,,Sandwich (baguette) à la charcuterie,,Sandwich (baguette) con insaccato scottato,,Sandwich (baguette bread) with cold cuts,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,152,6.6,5
1505,Sandwich (Baguette) mit Fleischkäse,,Sandwich (baguette) au fromage d'Italie,,Sandwich (baguette) con Fleischkäse (pasticcio di carne),,Sandwich (baguette bread) with luncheon meat,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,220,9.4,7.9
1559,Sandwich (Baguette) mit Halbhartkäse,,Sandwich (baguette) au fromage à pâte mi-dure,,Sandwich (Baguette) al formaggio a pasta semi dura,,Sandwich (baguette bread) with semi hard cheese,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,179,7.6,6.8
1561,Sandwich (Baguette) mit Mozzarella,,Sandwich (baguette) à la mozzarella,,Sandwich (baguette) con mozzarella,,Sandwich (baguette bread) with mozzarella,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,163,6.2,5.8
1549,Sandwich (Baguette) mit Rohschinken,,Sandwich (baguette) au jambon cru,,Sandwich (baguette) al prosciutto crudo,,Sandwich (baguette bread) with raw ham,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,164,5.7,8.8
1555,Sandwich (Baguette) mit Salami,,Sandwich (baguette) au salami,,Sandwich (baguette) con salame,,Sandwich (baguette bread) with salami,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,157,6.4,5.8
1557,Sandwich (Baguette) mit Schinken,,Sandwich (baguette) au jambon,,Sandwich (baguette) al prosciutto,,Sandwich (baguette bread) with ham,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,131,3.7,6.3
1553,Sandwich (Baguette) mit Trockenfleisch,,Sandwich (baguette) avec viande séchée,,Sandwich (baguette) con carne secca,,Sandwich (baguette bread) with dried meat,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,141,3.9,7.2
1521,Sandwich (Baguette) mit Weichkäse,,Sandwich (baguette) au fromage à pâte molle,,Sandwich (baguette) con formaggio a pasta molla,,Sandwich (baguette bread) with soft cheese,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,182,7.6,6.3
1552,Sandwich (Ruchbrot) mit Aufschnitt,,Sandwich (pain bis) à la charcuterie,,Sandwich (pane bigio) con insaccato scottato,,Sandwich (brown bread) with cold cuts,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,143,6.4,5.3
1506,Sandwich (Ruchbrot) mit Fleischkäse,,Sandwich (pain bis) au fromage d'Italie,,Sandwich (pane bigio) con Fleischkäse (pasticcio di carne),,Sandwich (brown bread) with luncheon meat,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,210,9.5,8.1
1560,Sandwich (Ruchbrot) mit Halbhartkäse,,Sandwich (pain bis) au fromage à pâte mi-dure,,Sandwich (pane bigio) al formaggio a pasta semi dura,,Sandwich (brown bread) with semi hard cheese,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,172,7.7,7
1562,Sandwich (Ruchbrot) mit Mozzarella,,Sandwich (pain bis) à la mozzarella,,Sandwich (pane bigio) con mozzarella,,Sandwich (brown bread) with mozzarella,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,155,6.3,6
1550,Sandwich (Ruchbrot) mit Rohschinken,,Sandwich (pain bis) au jambon cru,,Sandwich (pane bigio) al prosciutto crudo,,Sandwich (brown bread) with raw ham,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,157,5.8,9
1556,Sandwich (Ruchbrot) mit Salami,,Sandwich (pain bis) au salami,,Sandwich (pane bigio) con salame,,Sandwich (brown bread) with salami,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,151,6.5,5.9
1558,Sandwich (Ruchbrot) mit Schinken,,Sandwich (pain bis) au jambon,,Sandwich (pane bigio) al prosciutto,,Sandwich (brown bread) with ham,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,125,3.8,6.4
1554,Sandwich (Ruchbrot) mit Trockenfleisch,,Sandwich (pain bis) avec viande séchée,,Sandwich (pane bigio) con carne secca,,Sandwich (brown bread) with dried meat,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,135,4,7.4
1520,Sandwich (Ruchbrot) mit Weichkäse,,Sandwich (pain bis) au fromage à pâte molle,,Sandwich (pane bigio) al formaggio a pasta molla,,Sandwich (brown bread) with soft cheese,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,174,7.7,6.5
414,"Sardelle im Öl, abgetropft",,"Anchois à l'huile, égouttée",,"Acciuga sott'olio, sgocciolata",,"Fish product, anchovy in oil, drained",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,182,8.4,26.4
10532,Sardellenpaste,,Crème d'anchois,,Pasta di acciughe,,Anchovis paste,,Verschiedenes/Aufstriche,Divers/Pâtes à tartiner,Diversi/Prodotti da spalmare,Various/Spreads,272,21.3,19.8
413,"Sardine im Öl, abgetropft",,"Sardine à l'huile, égouttée",,"Sardina sott'olio, sgocciolata",,"Fish product, sardine in oil, drained",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,215,13.7,23
757,"Sardine, roh",,"Sardine, crue",,"Sardina, cruda",,"Fish, sardine, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,163,9,20.4
781,Saucisse aux choux,,Saucisse aux choux,,Saucisse aux choux,,Cabbage sausage,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,362,32.3,15.9
780,Saucisson,,Saucisson,,"Salsiccia Saucisson""""",,Saucisson sausage,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,467,44.2,16.7
1088,Saucisson vaudois,,Saucisson vaudois,,Salsiccia vodese,,Sausage Vaudois,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,358,32.3,16.5
13341,"Saucisson, gekocht (ohne Zusatz von Fett und Salz)",,"Saucisson vaudois, cuit (sans adjonction de graisse ni de sel)",,"Salsiccia Saucisson"", cotto (senza aggiunta di grassi o sale)""",,"Saucisson sausage, cooked (without addition of fat and salt)",,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,550,51.5,20.9
647,"Sauerkraut, in Essig eingelegt",Sauerkohl,"Choucroute, mariné dans du vinaigre",,"Crauti, sott’aceto",,"Sauerkraut, pickled",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),19,0.3,1.3
574,Sauerrahm,Crème fraîche,Crème acidulée,Crème fraîche,Panna acidula,Crème fraiche,Sour cream (crème fraîche) 35% fat,,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Crème;Lait et produits laitiers/Crème et beurre,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,Fats and oils/Cream;Milk and dairy products/Cream and butter,335,35,2.3
575,Saurer Halbrahm,,Demie-crème acidulé,,"Panna acida, semigrassa",,Sour cream 15% fat,,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Crème;Lait et produits laitiers/Crème et beurre,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,Fats and oils/Cream;Milk and dairy products/Cream and butter,174,16.6,3
552,Sbrinz,,Sbrinz (fromage à pâte dure),,Formaggio Sbrinz,,Sbrinz,,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,417,33.2,28.6
767,"Scampi (Kaisergranat), roh",,"Langoustine, crue",,"Scampo, crudo",,"Norway lobster, raw",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",Poisson/Fruits de mer et crustacés,Pesce/Frutti di mare e crostacei,"Fish/Seafood, crustaceans and shellfish",93,1.3,19.6
13384,"Schafmilch, roh",,"Lait de brebis, cru",,"Latte di  pecora, crudo",,"Ewe's milk, raw",,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,105,7.1,5.6
551,Schaumwein,Sekt;Prosecco;Champagner,Vin blanc mousseux (p.ex. Champagne),,Vino spumante (p.es.Champagne),,"Sparkling wine, champagne",,Alkoholhaltige Getränke/Wein,Boissons alcoolisées/Vin,Bevande alcoliche/Vino,Alcoholic beverages/Wine,70,0,0.2
563,"Schmelzkäse, Scheibe, Rahm",,"Fromage fondu en tranches, à la crème",,"Formaggio fuso a fette, alla panna",Sottilette,"Processed cheese, 50% fidm, slice",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,324,30,13.4
558,"Schmelzkäse, Scheibe, viertelfett",,"Fromage fondu en tranches, quart-gras",,"Formaggio fuso a fette, un quarto grasso",Sottilette,"Processed cheese, 15% fidm, slice",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,158,8.6,20.1
559,"Schmelzkäse, Scheibe, vollfett",,"Fromage fondu en tranches, gras",,"Formaggio fuso a fette, di latte intero",Sottilette,"Processed cheese, 45% fidm, slice",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,305,25,20
565,"Schmelzkäse, streichfähig, Rahm",,"Fromage fondu à tartiner, à la crème",,"Formaggio fuso da spalmare, alla panna",,"Processed cheese, 50% fidm, spreadable",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,309,29.4,11.2
560,"Schmelzkäse, streichfähig, viertelfett",,"Fromage fondu à tartiner, quart-gras",,"Formaggio fuso da spalmare, un quarto grasso",,"Processed cheese, 15% fidm, spreadable",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,161,9.3,19.4
561,"Schmelzkäse, streichfähig, vollfett",,"Fromage fondu à tartiner, au lait entier",,"Formaggio fuso da spalmare, di latte intero",,"Processed cheese, 45% fidm, spreadable",,Milch und Milchprodukte/Käseerzeugnisse,Lait et produits laitiers/Produits à base de fromage,Latte e prodotti di latte/Prodotti di formaggio,Milk and dairy products/Cheese products,255,21.2,16
374,"Schnittlauch, roh",,"Ciboulette, crue",,"Erba cipollina, fresca",,"Chives, fresh",,Gemüse/Kräuter,Légumes/Herbes aromatiques,Verdure/Erbe aromatiche,Vegetables/Herbs,30,0.6,3
1685,Schnitzelbrot mit Cocktailsauce,Plätzlibrot,Sandwich à l'escalope avec sauce cocktail,,Sandwich di scaloppina con salsa cocktail,,Schnitzel bread with cocktail sauce,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,266,11.4,15.1
1686,Schnitzelbrot mit Tartarsauce,Plätzlibrot,Sandwich à l'escalope avec sauce tartare,,Sandwich di scaloppina con salsa tartar,,Schnitzel bread with tartare sauce,,Gerichte/Sandwiches,Plats/Sandwich,Cibi/Sandwich,Prepared dishes/Sandwiches,246,10.3,14.4
196,"Schokolade, dunkel (bitter)",,Chocolat noir,,"Cioccolato, nero (amaro)",,"Chocolate, dark",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,Sucreries/Chocolat et produits chocolatés,Dolciumi/Cioccolato e prodotti a base di cacao,Sweets/Chocolate and cocoa products,535,31.8,5.2
197,"Schokolade, weiss",,Chocolat blanc,,"Cioccolato, bianco",,"Chocolate, white",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,Sucreries/Chocolat et produits chocolatés,Dolciumi/Cioccolato e prodotti a base di cacao,Sweets/Chocolate and cocoa products,568,35.2,6.8
807,Schokoladencrème,,Crème au chocolat,,"Crema, al cioccolato",,Chocolate sauce,,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,122,3,3.6
889,Schokoladengugelhopf,,Kouglof au chocolat,,Ciambellone al cioccolato,,Chocolate ring cake,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,379,18.4,6.2
960,Schokoladenpulver,,Chocolat en poudre,,Cioccolato in polvere,,Chocolate powder,,Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke,Sucreries/Chocolat et produits chocolatés;Boissons sans alcool/Boissons chocolatées,Dolciumi/Cioccolato e prodotti a base di cacao;Bevande analcoliche/Bevande al cacao,Sweets/Chocolate and cocoa products;Non-alcoholic beverages/Cocoa beverages,402,7.8,6.3
415,"Scholle, roh",Goldbutt,"Carrelet, cru",Plie,"Passera di mare, cruda",,"Fish, plaice, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,86,1.9,17.1
791,Schützenwurst,,Boule de Bâle,,Salsiccia del cacciatore ,Schützenwurst,Schützenwurst sausage,,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,306,29.5,9.9
883,Schwarzwälder Kirschtorte,,Tourte fôret noire,,Torta foresta nera,,Black forest cake,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,248,16.1,3.9
1023,"Schwarzwurzel, gedämpft (ohne Zugabe von Salz)",,"Salsifis noir, à la vapeur (sans adjonction de sel)",,"Scorzonera, al vapore (senza aggiunta di sale)",,"Black salsify, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),60,0.4,1.6
452,"Schwarzwurzel, roh",,"Salsifis noir, cru",,"Scorzonera, cruda",,"Black salsify, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,54,0.4,1.4
39,"Schwein, Brustspitz, roh",,"Porc, fricassée, cru",,"Maiale, costine, crude",,"Pork, spare ribs, raw",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,239,18.6,17.9
13270,"Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)",,"Porc, noix, tranche, grillée (sans adjonction de graisse ni de sel)",,"Maiale, fesa francese, fettina, alla griglia (senza aggiunta di grassi o sale)",,"Pork, round, schnitzel, pan fried (without addition of fat and salt)",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,177,4.2,34.8
679,"Schwein, Eckstück, roh",Plätzli,"Porc, noix, tranche, crue",,"Maiale, fesa francese, cruda",Fettina,"Pork, round, schnitzel, raw",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,115,2.7,22.6
13269,"Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)",,"Porc, filet mignon, rôti (sans adjonction de graisse ni de sel)",,"Maiale, filetto, alla griglia (senza aggiunta di grassi o sale)",,"Pork, filet, fried (without addition of fat and salt)",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,168,5,30.8
677,"Schwein, Filet, roh",,"Porc, filet mignon, cru",,"Maiale, filetto, crudo",,"Pork, filet, raw1",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,121,3.6,22.2
7,"Schwein, Gehacktes, roh",Hackfleisch,"Porc, haché, cru",,"Maiale, carne macinata, cruda",Trito,"Pork, minced, raw",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,158,8.5,20.5
13285,"Schwein, Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,"Porc, émincé, grillé (sans adjonction de graisse ni de sel)",,"Maiale, sminuzzato, alla griglia (senza aggiunta di grassi o sale)",,"Pork, chopped, pan fried (without addition of fat and salt)",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,196,7.9,31.3
40,"Schwein, Geschnetzeltes, roh",,"Porc, émincé, cru",,"Maiale, sminuzzato, crudo",,"Pork, chopped, raw",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,134,5.4,21.3
13284,"Schwein, Hals, Steak, gebraten (ohne Zusatz von Fett und Salz)",,"Porc, côtelette, grillée (sans adjonction de graisse ni de sel)",,"Maiale, bistecca di collo, alla griglia (senza aggiunta di grassi o sale)",,"Pork, throat, pan fried (without addition of fat and salt)",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,298,20.7,27.8
41,"Schwein, Hals, Steak, roh",,"Porc, cou, steak, cru",,"Maiale, bistecca di collo, crudo",,"Pork, throat, raw",,Fleisch und Innereien/Schwein,Viande et abats/Porc,Carne e frattaglie/Maiale,Meat and offal/Pork,202,14.1,18.9
